,Excitement,Happy,Pleasant,Surprise,Fear,Angry,max_value,clean_text,created_at,tweet_id,label
4766,0,0,0,1,0,0,1,". No thanks, I'm good. . Work on your burn game- that was just ... lol",Sun Mar 15 08:08:36 +0000 2020,1.23913385636153E+18,Surprise
4808,0,0,0,1,0,0,1,: I'm hear have no fear Check my …,Sun Mar 15 08:11:46 +0000 2020,1.23913593820437E+18,Surprise
4820,0,0,0,1,0,0,1,: I'm hear have no fear Check my …,Sun Mar 15 08:12:54 +0000 2020,1.2391360847156E+18,Surprise
4870,0,0,0,1,1,0,1,…,Sun Mar 15 08:16:29 +0000 2020,1.23913805015365E+18,Surprise
4909,0,0,0,1,0,0,1,I am gutted for those two courgettes.,Sun Mar 15 08:19:53 +0000 2020,1.23914158303291E+18,Surprise
4924,0,0,0,1,1,0,1,: …,Sun Mar 15 08:21:05 +0000 2020,1.23914420563054E+18,Surprise
4929,0,0,0,1,0,0,1,"Mr Chaddington here, just want to say wash your hands before you eat something! Thanks....",Sun Mar 15 08:21:19 +0000 2020,1.23914535944165E+18,Surprise
5054,0,0,0,1,0,0,1,"If you want to fuck me in the ass, do a retweet",Sun Mar 15 08:32:07 +0000 2020,1.23914606288934E+18,Surprise
5097,0,0,0,1,0,0,1,This is disgusting,Sun Mar 15 08:35:38 +0000 2020,1.2391476088343E+18,Surprise
5157,0,0,0,1,0,0,1,Today feels like a ‘drinking a few pints of Guinness’ kinda day.,Sun Mar 15 08:40:16 +0000 2020,1.23914916686712E+18,Surprise
5185,0,0,0,1,0,0,1,room balloons delivery at Decoration party Decoration In…,Sun Mar 15 08:42:40 +0000 2020,1.23915124779139E+18,Surprise
5268,0,0,0,1,0,0,1,i'm gonna die boys...,Sun Mar 15 08:48:07 +0000 2020,1.23915194638624E+18,Surprise
5504,0,0,0,1,0,0,1,= I don't care about anyone but ME.,Sun Mar 15 09:06:43 +0000 2020,1.23915208296122E+18,Surprise
5561,0,0,0,1,0,0,1,Hi. we can play another time... Feels,Sun Mar 15 09:10:35 +0000 2020,1.23915300284745E+18,Surprise
5566,0,0,0,1,0,0,1,: Pop goes the... SALLY?! How did you... ⠀,Sun Mar 15 09:11:01 +0000 2020,1.23915430288473E+18,Surprise
5589,0,0,0,1,0,0,1,": Do you find yourself feeling; , or ? Help is at hand to support you to manage and treat many…",Sun Mar 15 09:12:47 +0000 2020,1.23915486705218E+18,Surprise
5740,0,0,0,1,0,0,1,: = I don't care about anyone but ME.,Sun Mar 15 09:22:26 +0000 2020,1.23915520217265E+18,Surprise
5943,0,0,0,1,0,0,1,: I'm hear have no fear Check my …,Sun Mar 15 09:33:23 +0000 2020,1.239155325045E+18,Surprise
5950,0,0,0,1,0,0,1,lost my piercing,Sun Mar 15 09:33:28 +0000 2020,1.23915663467429E+18,Surprise
6006,0,0,0,1,0,0,1,: !! saw st on EW's &amp; Ed. &amp; sent me!2B posted …,Sun Mar 15 09:36:31 +0000 2020,1.23915750435499E+18,Surprise
6015,0,0,0,1,0,0,1,: I'm hear have no fear Check my …,Sun Mar 15 09:36:56 +0000 2020,1.23915766943444E+18,Surprise
6073,0,0,0,1,0,0,1,Sad reality when health units are stretch beyond limits and past breaking points - people die unnecessarily …,Sun Mar 15 09:40:05 +0000 2020,1.23915813644487E+18,Surprise
6198,0,0,0,1,0,0,1,Australia looks so much like US these days.,Sun Mar 15 09:47:55 +0000 2020,1.23915931479264E+18,Surprise
6301,0,0,0,1,0,0,1,: I'm hear have no fear Check my …,Sun Mar 15 09:54:11 +0000 2020,1.23915953422604E+18,Surprise
6320,0,0,0,1,0,0,1,made everyone life,Sun Mar 15 09:55:35 +0000 2020,1.23916048219765E+18,Surprise
6334,0,0,0,1,0,0,1,Ever unpacked a suitcase that never went for a trip!!.,Sun Mar 15 09:56:41 +0000 2020,1.23916110153689E+18,Surprise
6397,0,0,0,1,0,0,1,"Wow. I don't know what to say. It sounds like the right move, but still very via",Sun Mar 15 10:00:05 +0000 2020,1.23916157193652E+18,Surprise
6469,0,0,0,1,0,0,1,: Pop goes the... SALLY?! How did you... ⠀,Sun Mar 15 10:05:22 +0000 2020,1.23916568735397E+18,Surprise
6490,0,0,0,1,0,0,1,: made everyone life,Sun Mar 15 10:07:02 +0000 2020,1.23916659517336E+18,Surprise
6531,0,0,0,1,0,0,1,Political violence is funny to Democrats.,Sun Mar 15 10:10:22 +0000 2020,1.23916789768919E+18,Surprise
6547,0,0,0,1,0,0,1,Screenshots from op-ed pieces.,Sun Mar 15 10:11:29 +0000 2020,1.23916969069134E+18,Surprise
6556,0,0,0,1,0,0,1,I just want to be treated as a person (emotionally) .. I am not just a mannequin !!,Sun Mar 15 10:12:10 +0000 2020,1.23916985486479E+18,Surprise
6589,0,0,0,1,0,0,1,: I'm hear have no fear Check my …,Sun Mar 15 10:14:27 +0000 2020,1.23917014290448E+18,Surprise
6614,0,0,0,1,0,0,1,Self isolation and terrible internet service equals Add nonexistent customer service equals switching to,Sun Mar 15 10:15:28 +0000 2020,1.23919338207076E+18,Surprise
6639,0,0,0,1,0,0,1,": Relatable to anyone else? No.. just me, okay... - - [Tags]",Sun Mar 15 10:17:04 +0000 2020,1.23919573940365E+18,Surprise
6660,0,0,0,1,0,0,1,I'm bored. And you? I want to caress something solid,Sun Mar 15 10:18:28 +0000 2020,1.23919500067364E+18,Surprise
6689,0,0,0,1,0,0,1,SURPRISE! Score a March Surprise Box filled to the brim with IE favorites. ⁠ ⁠ …,Sun Mar 15 10:20:44 +0000 2020,1.23919501335302E+18,Surprise
6781,0,0,0,1,0,0,1,"Just been to Morrisons for some bits ,there even trying to buy the beans out off the foodbank trolleys",Sun Mar 15 10:26:44 +0000 2020,1.23919501717401E+18,Surprise
6797,0,0,0,1,0,0,1,Whats wrong with me i dont know but i know im sad for now,Sun Mar 15 10:27:19 +0000 2020,1.23919503335139E+18,Surprise
6927,0,0,0,1,0,0,1,These tweets are PROVIDING ALL THE FEELS I CANNOT 🥺🥺🥺 PRAYERS UP FOR THIS WORLD. .,Sun Mar 15 10:35:07 +0000 2020,1.23919505582437E+18,Surprise
6974,0,0,0,1,0,0,1,Happy Belated Birthday Hope you like all the surprises prepared for u. Hahaha 🥰 …,Sun Mar 15 10:38:10 +0000 2020,1.23919508430785E+18,Surprise
7139,0,0,0,1,0,0,1,Sad but true,Sun Mar 15 10:49:10 +0000 2020,1.23919510081683E+18,Surprise
7209,0,0,0,1,0,0,1,"‼️ -for-it Beirut,…",Sun Mar 15 10:53:22 +0000 2020,1.23919512304246E+18,Surprise
7306,0,0,0,1,0,0,1,: No one with half a brain cell believes anything he says.,Sun Mar 15 10:59:35 +0000 2020,1.23919514762521E+18,Surprise
7403,0,0,0,1,0,0,1,What happened to you man. Your money masters at MSNBC have really turned you into a characture.,Sun Mar 15 11:04:10 +0000 2020,1.23919518939209E+18,Surprise
7439,0,0,0,1,0,0,1,It is just because we do not have them.,Sun Mar 15 11:06:58 +0000 2020,1.23919519824211E+18,Surprise
7457,0,0,0,1,0,0,1,Except BS. to see liberals engaging in the same…,Sun Mar 15 11:08:31 +0000 2020,1.23919520103544E+18,Surprise
