,Excitement,Happy,Pleasant,Surprise,Fear,Angry,max_value,clean_text,created_at,label
3147,0,0,0,0,1,0,1,Final Kill! -Army,Sun Mar 15 05:59:46 +0000 2020,Fear
3166,0,0,0,0,1,0,1,: Final Kill! -Army htt…,Sun Mar 15 06:00:40 +0000 2020,Fear
3172,0,0,0,0,1,0,1,: Final Kill! -Army htt…,Sun Mar 15 06:00:52 +0000 2020,Fear
3197,0,0,0,0,1,0,1,": “before BELIEVING the MEDIA, know THAT the…",Sun Mar 15 06:03:03 +0000 2020,Fear
3241,0,0,0,0,1,0,1,: ️ conquers all. Hear what other souls have to say. Spread the love not the,Sun Mar 15 06:06:48 +0000 2020,Fear
3271,0,0,0,0,1,0,1,Found these at the Walmarts today and they cured my depression for a hot second,Sun Mar 15 06:08:56 +0000 2020,Fear
3274,0,0,0,0,1,0,1,"to , to SAARC Secretariat, nations welcome PM Narendra Modi's initiative to fight Cov…",Sun Mar 15 06:09:00 +0000 2020,Fear
3285,0,0,0,0,1,0,1,"my response to the occuring in with last minute of classes, res…",Sun Mar 15 06:10:06 +0000 2020,Fear
3286,0,0,0,0,1,0,1,": to , to SAARC Secretariat, nations welcome PM Narendra Modi's initiative to fight Covid-19 h…",Sun Mar 15 06:10:11 +0000 2020,Fear
3294,0,0,0,0,1,0,1,Poetry like prose style site:In the craze for rights we forget we need duty too-childhood &amp; old age,Sun Mar 15 06:11:01 +0000 2020,Fear
3298,0,0,0,0,1,0,1,"Enemy of the People - Rude Reporters Lash Out at Over - Media Hysteria Causes Buying, Am…",Sun Mar 15 06:11:45 +0000 2020,Fear
3299,0,0,0,0,1,0,1,": to , to SAARC Secretariat, nations welcome PM Narendra Modi's initiative to fight Covid-19 h…",Sun Mar 15 06:11:47 +0000 2020,Fear
3315,0,0,0,0,1,0,1,"Shot instances throughout mosque bloodbath, survivor overcomes worry …",Sun Mar 15 06:13:01 +0000 2020,Fear
3316,0,0,0,0,1,0,1,": to , to SAARC Secretariat, nations welcome PM Narendra Modi's initiative to fight Covid-19 h…",Sun Mar 15 06:13:05 +0000 2020,Fear
3327,0,0,0,0,1,0,1,"world suffering from I am suffering from , my girl left me alone, what should i do ?? shou…",Sun Mar 15 06:14:09 +0000 2020,Fear
3338,0,0,0,0,1,0,1,I have no reason to live. so I'll just end it .,Sun Mar 15 06:15:12 +0000 2020,Fear
3373,0,0,0,0,1,0,1,Have you talked to anyone about how you feel?,Sun Mar 15 06:18:02 +0000 2020,Fear
3397,0,0,0,0,1,0,1,Should turbulence be something to be legitimately scared of?,Sun Mar 15 06:20:07 +0000 2020,Fear
3421,0,0,0,0,1,0,1,": to , to SAARC Secretariat, nations welcome PM Narendra Modi's initiative to fight Covid-19 h…",Sun Mar 15 06:21:53 +0000 2020,Fear
3434,0,0,0,0,1,0,1,": With ALL the over the , it's to get caught up in ... …",Sun Mar 15 06:22:59 +0000 2020,Fear
3440,0,0,0,0,1,0,1,Daft at . Nothing left for those who are truly in need. Think of others!…,Sun Mar 15 06:23:49 +0000 2020,Fear
3451,0,0,0,0,1,0,1,Are Now In Control,Sun Mar 15 06:24:57 +0000 2020,Fear
3452,0,0,0,0,1,0,1,Skype Therapy using mindfulness for healing and,Sun Mar 15 06:25:00 +0000 2020,Fear
3459,0,0,0,0,1,0,1,This needs to fuck off.,Sun Mar 15 06:25:13 +0000 2020,Fear
3482,0,0,0,0,1,0,1,"The latest The etizolam,anxiety, depression, etilaam, etizex, insomnia Daily!",Sun Mar 15 06:28:06 +0000 2020,Fear
3483,0,0,0,0,2,0,2,Fear and frustration can hold back true growth. Minimalism can be a tool to tackling …,Sun Mar 15 06:28:13 +0000 2020,Fear
3492,0,0,0,0,1,0,1,: is great for and can improve and lower and : P…,Sun Mar 15 06:28:43 +0000 2020,Fear
3541,0,0,0,0,1,0,1,: Don't hit button yet,Sun Mar 15 06:33:56 +0000 2020,Fear
3587,0,0,0,0,1,0,1,the best for is . …,Sun Mar 15 06:38:28 +0000 2020,Fear
3601,0,0,0,0,1,0,1,Now that I can’t do anything do to I guess I’ll learn python,Sun Mar 15 06:39:43 +0000 2020,Fear
3608,0,0,0,0,1,0,1,The latest The stroke survivor's Daily! Thanks to,Sun Mar 15 06:40:23 +0000 2020,Fear
3639,0,0,0,0,1,0,1,... &amp; One more thing… Until you Try the Pow…,Sun Mar 15 06:42:19 +0000 2020,Fear
3642,0,0,0,0,1,0,1,Truth about from MIT Phd V.A. Shiva.,Sun Mar 15 06:42:36 +0000 2020,Fear
3656,0,0,0,0,1,0,1,Positive news: Trump tests negative for the “foreign virus.”,Sun Mar 15 06:43:59 +0000 2020,Fear
3699,0,0,0,0,1,0,1,YOU &amp; CAN'T DO IS CONTROLLED IN YOUR - IMPEDES - PROPELS YOU-JesusCh…,Sun Mar 15 06:47:17 +0000 2020,Fear
3728,0,0,0,0,1,0,1,": When you change your thought patterns, you change your brain and life. …",Sun Mar 15 06:50:05 +0000 2020,Fear
3733,0,0,0,0,1,0,1,": When you change your thought patterns, you change your brain and life. …",Sun Mar 15 06:50:40 +0000 2020,Fear
3739,0,0,0,0,1,0,1,: SEVENTEEN SPECIAL CLIP,Sun Mar 15 06:51:31 +0000 2020,Fear
3745,0,0,0,0,1,0,1,: finds skipping is linked to a greater risk of depressive symptoms,Sun Mar 15 06:51:55 +0000 2020,Fear
3759,0,0,0,0,2,0,2,: Fear and frustration can hold back true growth. Minimalism can be a tool to tackling …,Sun Mar 15 06:53:08 +0000 2020,Fear
3763,0,0,0,0,1,0,1,"If you’re a , fuck you thanks for letting the rest of us starve",Sun Mar 15 06:53:15 +0000 2020,Fear
3774,0,0,0,0,1,0,1,": to , to SAARC Secretariat, nations welcome PM Narendra Modi's initiative to fight Covid-19 h…",Sun Mar 15 06:54:10 +0000 2020,Fear
3782,0,0,0,0,1,0,1,Different views of scared,Sun Mar 15 06:54:58 +0000 2020,Fear
3787,0,0,0,0,1,0,1,: and managed to cope with a infection in . All without . That's…,Sun Mar 15 06:55:19 +0000 2020,Fear
3789,0,0,0,0,1,0,1,are prepare to things are easy.... gone...,Sun Mar 15 06:55:43 +0000 2020,Fear
3796,0,0,0,0,1,0,1,not we will fight COVID-19 together. And we will win this battle. We claim it.,Sun Mar 15 06:56:36 +0000 2020,Fear
3804,0,0,0,0,1,0,1,: Honestly I feel every time I walk into the room of my patients being ruled out for . Less fear of getting infecte…,Sun Mar 15 06:57:10 +0000 2020,Fear
3836,0,0,0,0,1,0,1,“Fear cuts deeper than swords.” ― George R.R. Martin.,Sun Mar 15 06:59:32 +0000 2020,Fear
3862,0,0,0,0,1,0,1,"If you’re dealing with , , or any other concerns, My Mental Health Secret is here.",Sun Mar 15 07:00:49 +0000 2020,Fear
3863,0,0,0,0,1,0,1,I have a prescribed moisturiser that is also antimicrobial soap. I bought a cheap moisturiser…,Sun Mar 15 07:00:50 +0000 2020,Fear
3916,0,0,0,0,1,0,1,Katie you are a hero and a roll model. Your parent's razed you good! …,Sun Mar 15 07:04:27 +0000 2020,Fear
3951,0,0,0,0,1,0,1,Let’s not let the continue to their viewers anymore! They might start acting like this!⏬…,Sun Mar 15 07:06:25 +0000 2020,Fear
3989,0,0,0,0,1,0,1,When my ex said I don’t love you I felt that because I don’t love myself either,Sun Mar 15 07:09:16 +0000 2020,Fear
4006,0,0,0,0,1,0,1,"To move , you must what’s holding you back. Sometimes, the best way to get rid of is confro…",Sun Mar 15 07:11:02 +0000 2020,Fear
4025,0,0,0,0,1,0,1,": to , to SAARC Secretariat, nations welcome PM Narendra Modi's initiative to fight Covid-19 h…",Sun Mar 15 07:12:33 +0000 2020,Fear
4029,0,0,0,0,1,0,1,"A must-watch for anyone who has ever suffered from , or known someone who has:",Sun Mar 15 07:12:58 +0000 2020,Fear
4049,0,0,0,0,1,0,1,People are and have been getting tested. Stop fear-mongering.,Sun Mar 15 07:14:20 +0000 2020,Fear
4058,0,0,0,0,1,0,1,looking for for …,Sun Mar 15 07:15:04 +0000 2020,Fear
4061,0,0,0,0,1,0,1,", Pandemic, and the Body Politic now trending on Monkey Viral -",Sun Mar 15 07:15:12 +0000 2020,Fear
4095,0,0,0,0,1,0,1,This Is How the Richest % Keep Calm and Carry On,Sun Mar 15 07:17:41 +0000 2020,Fear
4096,0,0,0,0,1,0,1,Have you thought about getting help?,Sun Mar 15 07:17:48 +0000 2020,Fear
4097,0,0,0,0,1,0,1,": , , and are three of the most-searched mental illnesses online. Learn how to spot signs of st…",Sun Mar 15 07:17:49 +0000 2020,Fear
4120,0,0,0,0,1,0,1,Uncomfortable Conversation . . . . . …,Sun Mar 15 07:19:09 +0000 2020,Fear
4121,0,0,0,0,1,0,1,: looking for for …,Sun Mar 15 07:19:18 +0000 2020,Fear
4133,0,0,0,0,1,0,1,: looking for for …,Sun Mar 15 07:20:29 +0000 2020,Fear
4180,0,0,0,0,1,0,1,The Fog (1980) …,Sun Mar 15 07:23:27 +0000 2020,Fear
4183,0,0,0,0,1,0,1,means Paying Attention to Non- corroborated Info on Covid19,Sun Mar 15 07:23:44 +0000 2020,Fear
4199,0,0,0,0,1,0,1,I'd just watched the ig stories of proud of you brave women. Salute! ️,Sun Mar 15 07:25:06 +0000 2020,Fear
4237,0,0,0,0,1,0,1,EverydayHealth: Tips for parenting while dealing with,Sun Mar 15 07:28:11 +0000 2020,Fear
4241,0,0,0,0,1,0,1,": “before BELIEVING the MEDIA, know THAT the…",Sun Mar 15 07:28:20 +0000 2020,Fear
4252,0,0,0,0,1,0,1,Dit is heel mooi verwoord: Steals Your Soul and Then it Takes Your Friends - VICE,Sun Mar 15 07:29:17 +0000 2020,Fear
4324,0,0,0,0,1,0,1,Some people are meant to have hard lives or no friends. It sucks but it happens.,Sun Mar 15 07:34:42 +0000 2020,Fear
4325,0,0,0,0,1,0,1,Having insomnia and depression hits different,Sun Mar 15 07:34:46 +0000 2020,Fear
4360,0,0,0,0,1,0,1,Making sure to take my ... …,Sun Mar 15 07:38:02 +0000 2020,Fear
4369,0,0,0,0,1,0,1,Fear my Bosses.... my Gh Artist... dey pass...,Sun Mar 15 07:39:00 +0000 2020,Fear
4389,0,0,0,0,1,0,1,Patriots are now in control 🇺🇸,Sun Mar 15 07:40:45 +0000 2020,Fear
4393,0,0,0,0,1,0,1,: Making sure to take my ... …,Sun Mar 15 07:40:57 +0000 2020,Fear
4402,0,0,0,0,1,0,1,At least it seems that I am the only one buying and,Sun Mar 15 07:42:12 +0000 2020,Fear
4417,0,0,0,0,1,0,1,: enters bear mode. has taken over . Investor's lost over Lac crores in a month. …,Sun Mar 15 07:43:07 +0000 2020,Fear
4423,0,0,0,0,1,0,1,: reminds me of 🥺 Tests morality of a panic stricken neighborhood ag…,Sun Mar 15 07:43:39 +0000 2020,Fear
4433,0,0,0,0,1,0,1,lessons to overcome fear in - via,Sun Mar 15 07:44:59 +0000 2020,Fear
4452,0,0,0,0,1,0,1,: FEAR has two meanings; Forget Everything And Run or Face Everything And Rise …,Sun Mar 15 07:46:38 +0000 2020,Fear
4458,0,0,0,0,1,0,1,: FEAR has two meanings; Forget Everything And Run or Face Everything And Rise …,Sun Mar 15 07:47:08 +0000 2020,Fear
4460,0,0,0,0,1,0,1,: FEAR has two meanings; Forget Everything And Run or Face Everything And Rise …,Sun Mar 15 07:47:18 +0000 2020,Fear
4461,0,0,0,0,1,0,1,: FEAR has two meanings; Forget Everything And Run or Face Everything And Rise …,Sun Mar 15 07:47:30 +0000 2020,Fear
4464,0,0,0,0,1,0,1,: FEAR has two meanings; Forget Everything And Run or Face Everything And Rise …,Sun Mar 15 07:47:42 +0000 2020,Fear
4465,0,0,0,0,1,0,1,: FEAR has two meanings; Forget Everything And Run or Face Everything And Rise …,Sun Mar 15 07:47:42 +0000 2020,Fear
4468,0,0,0,0,1,0,1,: FEAR has two meanings; Forget Everything And Run or Face Everything And Rise …,Sun Mar 15 07:47:51 +0000 2020,Fear
4471,0,0,0,0,1,0,1,Man charged with stealing toilet paper amidst,Sun Mar 15 07:48:02 +0000 2020,Fear
4472,0,0,0,0,1,0,1,"The is a serious worldwide pandemic, but I believe this too shall pass. Please don’t",Sun Mar 15 07:48:03 +0000 2020,Fear
4473,0,0,0,0,1,0,1,: FEAR has two meanings; Forget Everything And Run or Face Everything And Rise …,Sun Mar 15 07:48:06 +0000 2020,Fear
4474,0,0,0,0,1,0,1,: FEAR has two meanings; Forget Everything And Run or Face Everything And Rise …,Sun Mar 15 07:48:13 +0000 2020,Fear
4485,0,0,0,0,1,0,1,: FEAR has two meanings; Forget Everything And Run or Face Everything And Rise …,Sun Mar 15 07:49:08 +0000 2020,Fear
4486,0,0,0,0,1,0,1,: FEAR has two meanings; Forget Everything And Run or Face Everything And Rise …,Sun Mar 15 07:49:09 +0000 2020,Fear
4499,0,0,0,0,1,0,1,: FEAR has two meanings; Forget Everything And Run or Face Everything And Rise …,Sun Mar 15 07:49:52 +0000 2020,Fear
4502,0,0,0,0,1,0,1,: FEAR has two meanings; Forget Everything And Run or Face Everything And Rise …,Sun Mar 15 07:50:01 +0000 2020,Fear
4519,0,0,0,0,1,0,1,: FEAR has two meanings; Forget Everything And Run or Face Everything And Rise …,Sun Mar 15 07:50:23 +0000 2020,Fear
4523,0,0,0,0,1,0,1,: FEAR has two meanings; Forget Everything And Run or Face Everything And Rise …,Sun Mar 15 07:50:39 +0000 2020,Fear
4543,0,0,0,0,1,0,1,It looks as though these men aren’t exactly eerienced shoppers,Sun Mar 15 07:52:04 +0000 2020,Fear
4553,0,0,0,0,1,0,1,: Banish the Blues Now by : …,Sun Mar 15 07:52:42 +0000 2020,Fear
4554,0,0,0,0,1,0,1,How sunlight and serotonin/ melatonin deeply linked to sleep cycles nicely narrated,Sun Mar 15 07:52:46 +0000 2020,Fear
4572,0,0,0,0,2,0,2,"With the and over the , sometimes we need a technique to stop our runaway emotions. This b…",Sun Mar 15 07:54:02 +0000 2020,Fear
4577,0,0,0,0,2,0,2,": With the and over the , sometimes we need a technique to stop our runaway e…",Sun Mar 15 07:54:17 +0000 2020,Fear
4594,0,0,0,0,1,0,1,: Latest blog hot off the press. We should talk about in the same way we that talk about any other physical…,Sun Mar 15 07:55:51 +0000 2020,Fear
4678,0,0,0,0,1,0,1,Beauty and terror... No feeling is final ° ° ° ° …,Sun Mar 15 08:01:46 +0000 2020,Fear
4700,0,0,0,0,1,0,1,CoronaVirus is spreading more because of media and news than humans now !!,Sun Mar 15 08:02:55 +0000 2020,Fear
4729,0,0,0,0,1,0,1,: Some people are meant to have hard lives or no friends. It sucks but it happens.,Sun Mar 15 08:05:28 +0000 2020,Fear
4735,0,0,0,0,1,0,1,: and are two different things. Prepping is done rather slowly over time. buying and hoarding jus…,Sun Mar 15 08:05:56 +0000 2020,Fear
4737,0,0,0,0,1,0,1,OK maybe by April we will have testing and paid sick leave underway. So less ?,Sun Mar 15 08:06:18 +0000 2020,Fear
4738,0,0,0,0,1,0,1,"Just want to say do not , healthy, do regular , maintain drink water and inha…",Sun Mar 15 08:06:22 +0000 2020,Fear
4770,0,0,0,0,1,0,1,"While the and everyone allows and to take hold, imma to recent …",Sun Mar 15 08:08:55 +0000 2020,Fear
4778,0,0,0,0,1,0,1,"Reflect Sunday : Is fear your friend or enemy? Leicester, United…",Sun Mar 15 08:09:26 +0000 2020,Fear
4803,0,0,0,0,1,0,1,Click &amp; Read: Blasphemous Rumours,Sun Mar 15 08:11:27 +0000 2020,Fear
4805,0,0,0,0,1,0,1,Brand for : ! now and turn the to !…,Sun Mar 15 08:11:33 +0000 2020,Fear
4824,0,0,0,0,1,0,1,“You Are Much More Capable Than You Think” by Chad Rayborn,Sun Mar 15 08:13:19 +0000 2020,Fear
4825,0,0,0,0,1,0,1,Say yes to say no to 🤝 Say no to Say yes to .,Sun Mar 15 08:13:23 +0000 2020,Fear
4841,0,0,0,0,1,0,1,buying has become a common enemy with asking shoppers to be reasonable while introducing…,Sun Mar 15 08:14:28 +0000 2020,Fear
4861,0,0,0,0,1,0,1,Smily Slayers / On A,Sun Mar 15 08:15:38 +0000 2020,Fear
4867,0,0,0,0,1,0,1,: buying has become a common enemy with asking shoppers to be reasonable while introducing …,Sun Mar 15 08:16:23 +0000 2020,Fear
4871,0,0,0,0,1,0,1,"Dinner is served. Pass the ""P's"" please: or . Each served with a side-di…",Sun Mar 15 08:16:30 +0000 2020,Fear
4874,0,0,0,0,1,0,1,"Know one knows whether death, which people fear to be the greatest evil,... …",Sun Mar 15 08:16:38 +0000 2020,Fear
4890,0,0,0,0,1,0,1,Have you thought about getting help?,Sun Mar 15 08:18:32 +0000 2020,Fear
4894,0,0,0,0,1,0,1,": “before BELIEVING the MEDIA, know THAT the…",Sun Mar 15 08:18:52 +0000 2020,Fear
4916,0,0,0,0,1,0,1,"New Podcast! ""Motivational - Unbroken"" on …",Sun Mar 15 08:20:24 +0000 2020,Fear
4920,0,0,0,0,1,0,1,Rob is right - we are on a war footing &amp; it seems Piers is doing the work of our enemy,Sun Mar 15 08:20:36 +0000 2020,Fear
4922,0,0,0,0,1,0,1,: Honestly I feel every time I walk into the room of my patients being ruled out for . Less fear of getting infecte…,Sun Mar 15 08:21:01 +0000 2020,Fear
4930,0,0,0,0,1,0,1,: Honestly I feel every time I walk into the room of my patients being ruled out for . Less fear of getting infecte…,Sun Mar 15 08:21:20 +0000 2020,Fear
4933,0,0,0,0,1,0,1,: 🤔🤔 I think we're getting a bit carried away http…,Sun Mar 15 08:21:30 +0000 2020,Fear
4952,0,0,0,0,1,0,1,": “before BELIEVING the MEDIA, know THAT the…",Sun Mar 15 08:22:31 +0000 2020,Fear
4964,0,0,0,0,1,0,1,Amazing guys... Well done,Sun Mar 15 08:23:43 +0000 2020,Fear
4974,0,0,0,0,1,0,1,"Treatment: , Medication, and Lifestyle Changes That Can Treat Depression",Sun Mar 15 08:25:15 +0000 2020,Fear
4998,0,0,0,0,2,0,2,: Now it all makes perfect sense! Haha. …,Sun Mar 15 08:27:17 +0000 2020,Fear
5000,0,0,0,0,1,0,1,: You can choose what means... !!!,Sun Mar 15 08:27:20 +0000 2020,Fear
5043,0,0,0,0,1,0,1,Well ya see what it’s like when we a day over Xmas imagine weeks buy! My grandparents we…,Sun Mar 15 08:30:57 +0000 2020,Fear
5076,0,0,0,0,1,0,1,: Do not be afraid or discouraged. For the Lord your God is with you wherever you go. Joshua :9b …,Sun Mar 15 08:34:31 +0000 2020,Fear
5090,0,0,0,0,1,0,1,The scariest part is being imbecile or ignorant! …,Sun Mar 15 08:35:17 +0000 2020,Fear
5104,0,0,0,0,1,0,1,You ever wish for something that will never happen regardless of how hard you try.,Sun Mar 15 08:36:04 +0000 2020,Fear
5113,0,0,0,0,1,0,1,"The wants to fail, ergo push . Pretty easy to figure out. Look up …",Sun Mar 15 08:36:37 +0000 2020,Fear
5169,0,0,0,0,1,0,1,"No matter what we face, we don't have to in . In uncertain times, we can seek our unchanging .",Sun Mar 15 08:41:34 +0000 2020,Fear
5188,0,0,0,0,1,0,1,Love dreams that wake me up in a panic attack.,Sun Mar 15 08:42:43 +0000 2020,Fear
5207,0,0,0,0,1,0,1,Say yes to say no to 🤝 Say no to Say yes to . …,Sun Mar 15 08:43:55 +0000 2020,Fear
5212,0,0,0,0,1,0,1,totally out of proportion. Shut the economy and people will end up on the street - and people o…,Sun Mar 15 08:44:09 +0000 2020,Fear
5246,0,0,0,0,1,0,1,I am fine!!! Thanks 🤣🤣🤣🤣 🇮🇪🇮🇪🇮🇪 …,Sun Mar 15 08:46:43 +0000 2020,Fear
5248,0,0,0,0,1,0,1,"Stay grounded- do not disconnect the mind from the body, into fear. Allow all your parts to return in this still moment ᚾ",Sun Mar 15 08:46:50 +0000 2020,Fear
5263,0,0,0,0,1,0,1,‘Extreme Fear’ Grips Markets Despite Oversold Bitcoin Price Metrics,Sun Mar 15 08:47:57 +0000 2020,Fear
5270,0,0,0,0,1,0,1,Lonely And Single? These Practical Steps Will Change Your Life,Sun Mar 15 08:48:12 +0000 2020,Fear
5278,0,0,0,0,1,0,1,welcome to the world of someone with …,Sun Mar 15 08:48:41 +0000 2020,Fear
5324,0,0,0,0,1,0,1,ur start smart go for ..lets play against ..,Sun Mar 15 08:51:52 +0000 2020,Fear
5332,0,0,0,0,1,0,1,' plea to shoppers - -,Sun Mar 15 08:52:42 +0000 2020,Fear
5346,0,0,0,0,1,0,1,Step away from what you can't control. creates and,Sun Mar 15 08:54:00 +0000 2020,Fear
5355,0,0,0,0,1,0,1,? ? ? issues? ?? : person-centered counseling,Sun Mar 15 08:54:48 +0000 2020,Fear
5367,0,0,0,0,1,0,1,"So , . Within everything is going to be back to normal. But, is not built…",Sun Mar 15 08:55:55 +0000 2020,Fear
5376,0,0,0,0,1,0,1,"and Should the stock market continue to crash, we could see confidence drop in the lead…",Sun Mar 15 08:56:11 +0000 2020,Fear
5380,0,0,0,0,1,0,1,"""The problem in is learning to overcome "" The ideal book to read in time of ! 🦠",Sun Mar 15 08:56:29 +0000 2020,Fear
5382,0,0,0,0,1,0,1,Step away from what you can't control. creates and,Sun Mar 15 08:56:31 +0000 2020,Fear
5393,0,0,0,0,1,0,1,: FEAR has two meanings; Forget Everything And Run or Face Everything And Rise …,Sun Mar 15 08:57:27 +0000 2020,Fear
5417,0,0,0,0,1,0,1,Crypto Sentiment of Today Status: Extreme Fear Value: /100,Sun Mar 15 09:00:03 +0000 2020,Fear
5430,0,0,0,0,2,0,2,Note that is a …,Sun Mar 15 09:00:30 +0000 2020,Fear
5433,0,0,0,0,1,0,1,"Visit my for some exciting , …",Sun Mar 15 09:00:37 +0000 2020,Fear
5435,0,0,0,0,1,0,1,Eeriencing low mood or ? Don't be afraid to seek help...,Sun Mar 15 09:00:41 +0000 2020,Fear
5453,0,0,0,0,2,0,2,: Note that is a for …,Sun Mar 15 09:02:16 +0000 2020,Fear
5475,0,0,0,0,1,0,1,": When you change your thought patterns, you change your brain and life. …",Sun Mar 15 09:04:40 +0000 2020,Fear
5493,0,0,0,0,1,0,1,people's flu symptoms become coronavirus systems right when they read the headlines,Sun Mar 15 09:05:42 +0000 2020,Fear
5496,0,0,0,0,1,0,1,"Amidst the worldwide chaos, away from constant media updates, far from buyers. Sanctuary on our ,…",Sun Mar 15 09:06:03 +0000 2020,Fear
5503,0,0,0,0,1,0,1,Future? Children of Men Long Take via,Sun Mar 15 09:06:38 +0000 2020,Fear
5511,0,0,0,0,1,0,1,"Powerful Steps to Clear , and",Sun Mar 15 09:07:01 +0000 2020,Fear
5557,0,0,0,0,1,0,1,: Eeriencing low mood or ? Don't be afraid to seek help...,Sun Mar 15 09:10:17 +0000 2020,Fear
5568,0,0,0,0,1,0,1,This is how I'm trying to spin negativity that we are currently engulfed with …,Sun Mar 15 09:11:07 +0000 2020,Fear
5597,0,0,0,0,1,0,1,: Final Kill! -Army htt…,Sun Mar 15 09:13:19 +0000 2020,Fear
5619,0,0,0,0,1,0,1,The Dark Knight | Read More : …,Sun Mar 15 09:14:38 +0000 2020,Fear
5671,0,0,0,0,1,0,1,: Have eerienced this full on this week from -reg trainees there is a huge element of &amp;…,Sun Mar 15 09:17:43 +0000 2020,Fear
5674,0,0,0,0,1,0,1,Did something happen to make you start feeling this way?,Sun Mar 15 09:17:45 +0000 2020,Fear
5675,0,0,0,0,1,0,1,It would help alleviate during the if the did a live daily update…,Sun Mar 15 09:17:50 +0000 2020,Fear
5719,0,0,0,0,1,0,1,"Think steps in advance. Yeah, that's my default thinking.",Sun Mar 15 09:21:35 +0000 2020,Fear
5748,0,0,0,0,1,0,1,U gotta Give it to he will take care of it,Sun Mar 15 09:22:52 +0000 2020,Fear
5838,0,0,0,0,1,0,1,"Be safe, do not",Sun Mar 15 09:28:13 +0000 2020,Fear
5902,0,0,0,0,1,0,1,: This pic sums it all 🤦‍️🤦‍️🤦‍️🤣,Sun Mar 15 09:31:14 +0000 2020,Fear
5918,0,0,0,0,1,0,1,Some people take more serious than others. is creating . Just look at thi…,Sun Mar 15 09:32:20 +0000 2020,Fear
5927,0,0,0,0,1,0,1,"Maybe someday I'll find my happiness, but not today.",Sun Mar 15 09:32:44 +0000 2020,Fear
5963,0,0,0,0,1,0,1,&amp;Me ’RellaDville,Sun Mar 15 09:34:32 +0000 2020,Fear
5972,0,0,0,0,1,0,1,looking for for …,Sun Mar 15 09:35:03 +0000 2020,Fear
5992,0,0,0,0,1,0,1,Must read,Sun Mar 15 09:36:07 +0000 2020,Fear
6037,0,0,0,0,1,0,1,No sukoon Sabke dil mein ghabrahat si hai Is it only me or everyone is feeling the same?,Sun Mar 15 09:38:06 +0000 2020,Fear
6048,0,0,0,0,1,0,1,"That´s right! : is not real, it´s a decision. But is real. Solve the problem.",Sun Mar 15 09:38:52 +0000 2020,Fear
6062,0,0,0,0,1,0,1,the same who sell the sell the . …,Sun Mar 15 09:39:39 +0000 2020,Fear
6069,0,0,0,0,1,0,1,Skype Therapy using mindfulness for overcoming and and without depending on drugs.…,Sun Mar 15 09:40:00 +0000 2020,Fear
6108,0,0,0,0,1,0,1,"Be safe, do not …",Sun Mar 15 09:42:34 +0000 2020,Fear
6112,0,0,0,0,1,0,1,"In these times of , and it is vital that we listen to and provide them with sup…",Sun Mar 15 09:43:05 +0000 2020,Fear
6119,0,0,0,0,1,0,1,"Coronavirus update: new fund, calls for 'prudence, '",Sun Mar 15 09:43:33 +0000 2020,Fear
6136,0,0,0,0,1,0,1,"Be safe, do not",Sun Mar 15 09:44:17 +0000 2020,Fear
6138,0,0,0,0,1,0,1,I'm just staying inside my house!,Sun Mar 15 09:44:34 +0000 2020,Fear
6145,0,0,0,0,1,0,1,Understanding the Fear of Corona by Joseph Brown,Sun Mar 15 09:45:00 +0000 2020,Fear
6147,0,0,0,0,1,0,1,Online Therapy for . Contact me to schedule a therapy session via Skype. See:…,Sun Mar 15 09:45:01 +0000 2020,Fear
6193,0,0,0,0,1,0,1,"History, outbreaks, and economic disruptions",Sun Mar 15 09:47:32 +0000 2020,Fear
6215,0,0,0,0,1,0,1,"To traders and Investors: ""This is not a BUY the DIP""",Sun Mar 15 09:49:12 +0000 2020,Fear
6264,0,0,0,0,1,0,1,"Be safe, do not",Sun Mar 15 09:51:41 +0000 2020,Fear
6268,0,0,0,0,1,0,1,"""Strange Creature""",Sun Mar 15 09:51:58 +0000 2020,Fear
6274,0,0,0,0,1,0,1,"Be safe, do not",Sun Mar 15 09:52:23 +0000 2020,Fear
6293,0,0,0,0,1,0,1,It's all about priorities isn't it ?,Sun Mar 15 09:53:35 +0000 2020,Fear
6322,0,0,0,0,1,0,1,begins..,Sun Mar 15 09:55:40 +0000 2020,Fear
6346,0,0,0,0,1,0,1,Walk in and not . Stand on the Word of God!,Sun Mar 15 09:57:43 +0000 2020,Fear
6348,0,0,0,0,1,0,1,: we dont want humara future spoil ho .. …,Sun Mar 15 09:57:45 +0000 2020,Fear
6379,0,0,0,0,1,0,1,: Latest blog hot off the press. We should talk about in the same way we that talk about any other physical…,Sun Mar 15 09:59:27 +0000 2020,Fear
6408,0,0,0,0,1,0,1,: 🤔🤔 I think we're getting a bit carried away http…,Sun Mar 15 10:00:39 +0000 2020,Fear
6440,0,0,0,0,1,0,1,When April Showers Of Lead To New Life And New Projects,Sun Mar 15 10:02:25 +0000 2020,Fear
6459,0,0,0,0,1,0,1,"I'm undecided but more comfortable in the . For many reasons, there is a case to say the is now…",Sun Mar 15 10:04:50 +0000 2020,Fear
6482,0,0,0,0,1,0,1,"Let's get a good porn, a crate of beer, and call my girlfriend?",Sun Mar 15 10:06:17 +0000 2020,Fear
6497,0,0,0,0,1,0,1,A very to everyon…,Sun Mar 15 10:07:31 +0000 2020,Fear
